FechaMensual,CodigoEstacion,Valor,value_mei_v2,type_ENSO,region,CantidadEventos_x,Año,Mes,CantidadEventos_y
2012-07-01,52055220,8.5,0.3,neutro,andina,0,2012,7,0
2012-08-01,52055220,11.6,-0.06,neutro,andina,0,2012,8,0
2012-09-01,52055220,7.7,-0.32,neutro,andina,0,2012,9,0
2012-12-01,52055220,57.7,-0.06,neutro,andina,0,2012,12,0
2013-01-01,52055220,46.7,-0.05,neutro,andina,0,2013,1,0
2013-02-01,52055220,128.8,-0.07,neutro,andina,0,2013,2,0
2013-03-01,52055220,103.2,-0.14,neutro,andina,0,2013,3,0
2013-04-01,52055220,99.4,-0.36,neutro,andina,0,2013,4,0
2013-05-01,52055220,178.0,-0.71,niña,andina,0,2013,5,0
2013-06-01,52055220,11.0,-1.18,niña,andina,0,2013,6,0
2013-07-01,52055220,23.7,-0.85,niña,andina,0,2013,7,0
2013-08-01,52055220,41.5,-0.5,neutro,andina,0,2013,8,0
2013-09-01,52055220,10.8,-0.38,neutro,andina,0,2013,9,0
2013-10-01,52055220,107.3,-0.16,neutro,andina,0,2013,10,0
2013-11-01,52055220,92.8,-0.17,neutro,andina,0,2013,11,0
2013-12-01,52055220,72.8,-0.35,neutro,andina,1,2013,12,1
2014-01-01,52055220,124.9,-0.51,niña,andina,1,2014,1,1
2014-02-01,52055220,28.8,-0.43,neutro,andina,0,2014,2,0
2014-03-01,52055220,114.5,-0.07,neutro,andina,0,2014,3,0
2014-04-01,52055220,89.5,-0.16,neutro,andina,0,2014,4,0
2014-05-01,52055220,166.7,-0.18,neutro,andina,1,2014,5,1
2014-06-01,52055220,79.1,-0.01,neutro,andina,0,2014,6,0
2014-07-01,52055220,13.2,0.31,neutro,andina,0,2014,7,0
2014-08-01,52055220,16.1,0.15,neutro,andina,0,2014,8,0
2014-09-01,52055220,53.7,-0.15,neutro,andina,0,2014,9,0
2014-10-01,52055220,91.7,0.06,neutro,andina,0,2014,10,0
2014-11-01,52055220,104.6,0.34,neutro,andina,0,2014,11,0
2014-12-01,52055220,117.4,0.34,neutro,andina,0,2014,12,0
2015-01-01,52055220,81.0,0.23,neutro,andina,0,2015,1,0
2015-02-01,52055220,40.9,0.05,neutro,andina,4,2015,2,4
2015-03-01,52055220,99.4,0.13,neutro,andina,0,2015,3,0
2015-04-01,52055220,114.8,0.35,neutro,andina,0,2015,4,0
2015-05-01,52055220,52.1,0.96,niño,andina,0,2015,5,0
2015-06-01,52055220,21.2,1.85,niño,andina,0,2015,6,0
2015-07-01,52055220,34.0,1.72,niño,andina,0,2015,7,0
2015-08-01,52055220,3.9,1.91,niño,andina,0,2015,8,0
2015-09-01,52055220,3.7,2.21,niño,andina,0,2015,9,0
2015-10-01,52055220,110.9,2.11,niño,andina,0,2015,10,0
2015-11-01,52055220,93.4,1.88,niño,andina,0,2015,11,0
2015-12-01,52055220,9.1,1.9,niño,andina,0,2015,12,0
2006-01-01,51020010,903.0,-0.68,niña,andina,0,2006,1,0
2006-02-01,51020010,876.0,-0.5,neutro,andina,1,2006,2,1
2006-03-01,51020010,1067.0,-0.62,niña,andina,0,2006,3,0
2006-04-01,51020010,1006.0,-0.84,niña,andina,0,2006,4,0
2006-05-01,51020010,659.0,-0.43,neutro,andina,0,2006,5,0
2006-06-01,51020010,712.0,-0.23,neutro,andina,0,2006,6,0
2006-07-01,51020010,445.0,0.11,neutro,andina,0,2006,7,0
2006-08-01,51020010,566.0,0.56,niño,andina,0,2006,8,0
2006-09-01,51020010,730.0,0.63,niño,andina,0,2006,9,0
2006-10-01,51020010,734.0,0.68,niño,andina,0,2006,10,0
2006-11-01,51020010,1397.0,0.9,niño,andina,2,2006,11,2
2006-12-01,51020010,1011.0,0.59,niño,andina,0,2006,12,0
2007-01-01,51020010,521.0,0.62,niño,andina,0,2007,1,0
2007-02-01,51020010,290.0,0.39,neutro,andina,0,2007,2,0
2007-03-01,51020010,774.0,-0.22,neutro,andina,0,2007,3,0
2007-04-01,51020010,1290.0,-0.36,neutro,andina,0,2007,4,0
2007-05-01,51020010,1163.0,-0.44,neutro,andina,0,2007,5,0
2007-06-01,51020010,769.0,-0.86,niña,andina,0,2007,6,0
2007-07-01,51020010,556.0,-0.77,niña,andina,0,2007,7,0
2007-08-01,51020010,581.0,-0.94,niña,andina,0,2007,8,0
2007-09-01,51020010,522.0,-1.1,niña,andina,0,2007,9,0
2007-10-01,51020010,1051.0,-1.14,niña,andina,0,2007,10,0
2007-11-01,51020010,705.0,-1.12,niña,andina,0,2007,11,0
2007-12-01,51020010,873.0,-1.21,niña,andina,0,2007,12,0
2008-01-01,51020010,1012.0,-1.08,niña,andina,0,2008,1,0
2008-02-01,51020010,671.0,-1.27,niña,andina,0,2008,2,0
2008-03-01,51020010,995.8,-1.53,niña,andina,0,2008,3,0
2008-04-01,51020010,1084.6,-1.13,niña,andina,0,2008,4,0
2008-05-01,51020010,1105.6,-0.98,niña,andina,0,2008,5,0
2008-06-01,51020010,861.4,-0.86,niña,andina,0,2008,6,0
2008-07-01,51020010,750.2,-0.87,niña,andina,0,2008,7,0
2008-08-01,51020010,720.6,-1.08,niña,andina,0,2008,8,0
2008-09-01,51020010,687.5,-1.07,niña,andina,0,2008,9,0
2008-10-01,51020010,766.4,-1.12,niña,andina,0,2008,10,0
2008-11-01,51020010,556.7,-1.04,niña,andina,0,2008,11,0
2008-12-01,51020010,746.1,-1.05,niña,andina,0,2008,12,0
2009-01-01,51020010,1034.0,-1.0,niña,andina,0,2009,1,0
2009-02-01,51020010,995.3,-0.84,niña,andina,1,2009,2,1
2009-03-01,51020010,769.3,-0.93,niña,andina,0,2009,3,0
2009-04-01,51020010,443.7,-0.81,niña,andina,0,2009,4,0
2009-05-01,51020010,868.9,-0.72,niña,andina,0,2009,5,0
2009-06-01,51020010,809.0,-0.06,neutro,andina,0,2009,6,0
2009-07-01,51020010,494.0,0.49,neutro,andina,0,2009,7,0
2009-08-01,51020010,549.0,0.52,niño,andina,0,2009,8,0
2009-09-01,51020010,295.0,0.39,neutro,andina,0,2009,9,0
2009-10-01,51020010,668.4,0.56,niño,andina,0,2009,10,0
2009-11-01,51020010,788.3,1.05,niño,andina,0,2009,11,0
2009-12-01,51020010,1261.1,0.96,niño,andina,0,2009,12,0
2010-01-01,51020010,420.1,0.94,niño,andina,0,2010,1,0
2010-02-01,51020010,608.1,1.28,niño,andina,0,2010,2,0
2010-03-01,51020010,720.0,1.31,niño,andina,0,2010,3,0
2010-04-01,51020010,1009.7,0.49,neutro,andina,3,2010,4,3
2010-05-01,51020010,727.0,-0.17,neutro,andina,0,2010,5,0
2010-06-01,51020010,981.0,-1.33,niña,andina,0,2010,6,0
2010-07-01,51020010,825.0,-2.43,niña,andina,0,2010,7,0
2010-08-01,51020010,388.0,-2.4,niña,andina,0,2010,8,0
2010-09-01,51020010,696.4,-2.28,niña,andina,0,2010,9,0
2010-10-01,51020010,683.1,-2.18,niña,andina,0,2010,10,0
2010-11-01,51020010,877.2,-2.03,niña,andina,3,2010,11,3
2010-12-01,51020010,1368.9,-1.91,niña,andina,2,2010,12,2
2011-01-01,51020010,1066.0,-1.83,niña,andina,0,2011,1,0
2011-02-01,51020010,856.0,-1.63,niña,andina,0,2011,2,0
2011-03-01,51020010,1197.2,-1.79,niña,andina,0,2011,3,0
2011-04-01,51020010,1445.7,-1.73,niña,andina,1,2011,4,1
2011-05-01,51020010,704.2,-1.29,niña,andina,1,2011,5,1
2011-06-01,51020010,633.1,-1.08,niña,andina,1,2011,6,1
2011-07-01,51020010,711.4,-0.86,niña,andina,0,2011,7,0
2011-08-01,51020010,665.6,-0.88,niña,andina,0,2011,8,0
2011-09-01,51020010,640.1,-1.16,niña,andina,0,2011,9,0
2011-10-01,51020010,876.7,-1.37,niña,andina,0,2011,10,0
2011-11-01,51020010,513.0,-1.21,niña,andina,0,2011,11,0
2011-12-01,51020010,690.0,-1.24,niña,andina,1,2011,12,1
2012-01-01,51020010,904.0,-1.08,niña,andina,0,2012,1,0
2012-02-01,51020010,812.0,-0.67,niña,andina,0,2012,2,0
2012-03-01,51020010,625.0,-0.59,niña,andina,0,2012,3,0
2012-04-01,51020010,752.7,-0.43,neutro,andina,0,2012,4,0
2012-05-01,51020010,787.9,-0.36,neutro,andina,0,2012,5,0
2012-06-01,51020010,477.8,-0.28,neutro,andina,0,2012,6,0
2012-07-01,51020010,360.1,0.3,neutro,andina,0,2012,7,0
2012-08-01,51020010,373.0,-0.06,neutro,andina,0,2012,8,0
2012-09-01,51020010,287.3,-0.32,neutro,andina,0,2012,9,0
2012-10-01,51020010,653.7,-0.22,neutro,andina,0,2012,10,0
2012-11-01,51020010,953.0,-0.07,neutro,andina,0,2012,11,0
2012-12-01,51020010,568.0,-0.06,neutro,andina,0,2012,12,0
2013-01-01,51020010,612.0,-0.05,neutro,andina,0,2013,1,0
2013-02-01,51020010,752.0,-0.07,neutro,andina,0,2013,2,0
2013-03-01,51020010,740.0,-0.14,neutro,andina,0,2013,3,0
2013-04-01,51020010,790.0,-0.36,neutro,andina,1,2013,4,1
2013-05-01,51020010,1121.0,-0.71,niña,andina,0,2013,5,0
2013-06-01,51020010,664.3,-1.18,niña,andina,2,2013,6,2
2013-07-01,51020010,583.6,-0.85,niña,andina,0,2013,7,0
2013-08-01,51020010,635.8,-0.5,neutro,andina,0,2013,8,0
2013-09-01,51020010,462.1,-0.38,neutro,andina,0,2013,9,0
2013-10-01,51020010,671.8,-0.16,neutro,andina,0,2013,10,0
2013-11-01,51020010,654.0,-0.17,neutro,andina,0,2013,11,0
2013-12-01,51020010,1001.3,-0.35,neutro,andina,0,2013,12,0
2014-01-01,51020010,918.9,-0.51,niña,andina,1,2014,1,1
2014-02-01,51020010,576.2,-0.43,neutro,andina,1,2014,2,1
2014-03-01,51020010,954.2,-0.07,neutro,andina,1,2014,3,1
2014-04-01,51020010,506.2,-0.16,neutro,andina,0,2014,4,0
2014-05-01,51020010,999.2,-0.18,neutro,andina,0,2014,5,0
2014-06-01,51020010,580.5,-0.01,neutro,andina,0,2014,6,0
2014-07-01,51020010,429.3,0.31,neutro,andina,0,2014,7,0
2014-08-01,51020010,368.4,0.15,neutro,andina,0,2014,8,0
2014-09-01,51020010,658.3,-0.15,neutro,andina,0,2014,9,0
2014-10-01,51020010,1497.2,0.06,neutro,andina,0,2014,10,0
2014-11-01,51020010,932.2,0.34,neutro,andina,0,2014,11,0
2014-12-01,51020010,928.7,0.34,neutro,andina,0,2014,12,0
2015-01-01,51020010,623.1,0.23,neutro,andina,0,2015,1,0
2015-02-01,51020010,854.0,0.05,neutro,andina,0,2015,2,0
2015-03-01,51020010,748.3,0.13,neutro,andina,0,2015,3,0
2015-04-01,51020010,626.9,0.35,neutro,andina,0,2015,4,0
2015-05-01,51020010,723.4,0.96,niño,andina,0,2015,5,0
2015-06-01,51020010,338.3,1.85,niño,andina,0,2015,6,0
2015-07-01,51020010,594.6,1.72,niño,andina,0,2015,7,0
2015-08-01,51020010,379.6,1.91,niño,andina,0,2015,8,0
2015-09-01,51020010,488.8,2.21,niño,andina,0,2015,9,0
2015-10-01,51020010,1058.8,2.11,niño,andina,0,2015,10,0
2015-11-01,51020010,1134.8,1.88,niño,andina,0,2015,11,0
2015-12-01,51020010,298.0,1.9,niño,andina,0,2015,12,0
2006-01-01,52070030,247.0,-0.68,niña,andina,0,2006,1,0
2006-02-01,52070030,129.0,-0.5,neutro,andina,0,2006,2,0
2006-03-01,52070030,188.0,-0.62,niña,andina,0,2006,3,0
2006-04-01,52070030,275.0,-0.84,niña,andina,0,2006,4,0
2006-05-01,52070030,124.0,-0.43,neutro,andina,0,2006,5,0
2006-06-01,52070030,122.0,-0.23,neutro,andina,0,2006,6,0
2006-07-01,52070030,40.0,0.11,neutro,andina,0,2006,7,0
2006-08-01,52070030,26.0,0.56,niño,andina,0,2006,8,0
2006-09-01,52070030,70.0,0.63,niño,andina,0,2006,9,0
2006-10-01,52070030,238.0,0.68,niño,andina,0,2006,10,0
2006-11-01,52070030,424.0,0.9,niño,andina,0,2006,11,0
2006-12-01,52070030,261.5,0.59,niño,andina,0,2006,12,0
2007-01-01,52070030,131.0,0.62,niño,andina,0,2007,1,0
2007-02-01,52070030,46.0,0.39,neutro,andina,0,2007,2,0
2007-03-01,52070030,132.0,-0.22,neutro,andina,0,2007,3,0
2007-04-01,52070030,154.0,-0.36,neutro,andina,0,2007,4,0
2007-05-01,52070030,236.0,-0.44,neutro,andina,0,2007,5,0
2007-06-01,52070030,46.0,-0.86,niña,andina,0,2007,6,0
2007-07-01,52070030,174.0,-0.77,niña,andina,0,2007,7,0
2007-08-01,52070030,28.0,-0.94,niña,andina,0,2007,8,0
2007-09-01,52070030,14.0,-1.1,niña,andina,0,2007,9,0
2007-10-01,52070030,236.0,-1.14,niña,andina,0,2007,10,0
2007-11-01,52070030,211.0,-1.12,niña,andina,0,2007,11,0
2007-12-01,52070030,467.0,-1.21,niña,andina,0,2007,12,0
2008-01-01,52070030,308.0,-1.08,niña,andina,0,2008,1,0
2008-02-01,52070030,130.0,-1.27,niña,andina,0,2008,2,0
2008-03-01,52070030,308.0,-1.53,niña,andina,0,2008,3,0
2008-04-01,52070030,224.0,-1.13,niña,andina,0,2008,4,0
2008-05-01,52070030,228.0,-0.98,niña,andina,0,2008,5,0
2008-06-01,52070030,112.0,-0.86,niña,andina,0,2008,6,0
2008-07-01,52070030,103.0,-0.87,niña,andina,0,2008,7,0
2008-08-01,52070030,61.0,-1.08,niña,andina,0,2008,8,0
2008-09-01,52070030,102.0,-1.07,niña,andina,0,2008,9,0
2008-10-01,52070030,206.0,-1.12,niña,andina,0,2008,10,0
2008-11-01,52070030,241.0,-1.04,niña,andina,0,2008,11,0
2008-12-01,52070030,402.0,-1.05,niña,andina,0,2008,12,0
2009-01-01,52070030,208.0,-1.0,niña,andina,0,2009,1,0
2009-02-01,52070030,184.0,-0.84,niña,andina,1,2009,2,1
2009-03-01,52070030,170.0,-0.93,niña,andina,0,2009,3,0
2009-04-01,52070030,92.0,-0.81,niña,andina,0,2009,4,0
2009-05-01,52070030,186.0,-0.72,niña,andina,1,2009,5,1
2009-06-01,52070030,60.0,-0.06,neutro,andina,0,2009,6,0
2009-07-01,52070030,33.0,0.49,neutro,andina,0,2009,7,0
2009-08-01,52070030,36.0,0.52,niño,andina,0,2009,8,0
2009-09-01,52070030,105.0,0.39,neutro,andina,0,2009,9,0
2009-10-01,52070030,363.0,0.56,niño,andina,0,2009,10,0
2009-11-01,52070030,467.0,1.05,niño,andina,0,2009,11,0
2009-12-01,52070030,239.0,0.96,niño,andina,0,2009,12,0
2010-01-01,52070030,119.0,0.94,niño,andina,0,2010,1,0
2010-02-01,52070030,186.0,1.28,niño,andina,0,2010,2,0
2010-03-01,52070030,42.0,1.31,niño,andina,0,2010,3,0
2010-04-01,52070030,158.0,0.49,neutro,andina,0,2010,4,0
2010-05-01,52070030,200.0,-0.17,neutro,andina,0,2010,5,0
2010-06-01,52070030,76.0,-1.33,niña,andina,0,2010,6,0
2010-07-01,52070030,187.0,-2.43,niña,andina,0,2010,7,0
2010-08-01,52070030,23.0,-2.4,niña,andina,0,2010,8,0
2010-09-01,52070030,96.0,-2.28,niña,andina,0,2010,9,0
2010-10-01,52070030,288.0,-2.18,niña,andina,0,2010,10,0
2010-11-01,52070030,373.0,-2.03,niña,andina,1,2010,11,1
2010-12-01,52070030,391.0,-1.91,niña,andina,0,2010,12,0
2011-01-01,52070030,183.0,-1.83,niña,andina,0,2011,1,0
2011-02-01,52070030,291.0,-1.63,niña,andina,3,2011,2,3
2011-03-01,52070030,275.0,-1.79,niña,andina,0,2011,3,0
2011-04-01,52070030,501.0,-1.73,niña,andina,1,2011,4,1
2011-05-01,52070030,106.0,-1.29,niña,andina,0,2011,5,0
2011-06-01,52070030,93.0,-1.08,niña,andina,0,2011,6,0
2011-07-01,52070030,53.0,-0.86,niña,andina,0,2011,7,0
2011-08-01,52070030,93.0,-0.88,niña,andina,0,2011,8,0
2011-09-01,52070030,170.0,-1.16,niña,andina,0,2011,9,0
2011-10-01,52070030,397.0,-1.37,niña,andina,0,2011,10,0
2011-11-01,52070030,241.0,-1.21,niña,andina,0,2011,11,0
2011-12-01,52070030,208.0,-1.24,niña,andina,1,2011,12,1
2012-01-01,52070030,216.0,-1.08,niña,andina,7,2012,1,7
2012-02-01,52070030,117.0,-0.67,niña,andina,2,2012,2,2
2012-03-01,52070030,63.0,-0.59,niña,andina,0,2012,3,0
2012-04-01,52070030,152.0,-0.43,neutro,andina,0,2012,4,0
2012-05-01,52070030,46.0,-0.36,neutro,andina,0,2012,5,0
2012-06-01,52070030,74.0,-0.28,neutro,andina,0,2012,6,0
2012-07-01,52070030,8.0,0.3,neutro,andina,0,2012,7,0
2012-08-01,52070030,14.0,-0.06,neutro,andina,0,2012,8,0
2012-09-01,52070030,11.0,-0.32,neutro,andina,0,2012,9,0
2012-10-01,52070030,227.0,-0.22,neutro,andina,0,2012,10,0
2012-11-01,52070030,361.0,-0.07,neutro,andina,0,2012,11,0
2012-12-01,52070030,229.0,-0.06,neutro,andina,0,2012,12,0
2013-01-01,52070030,87.0,-0.05,neutro,andina,0,2013,1,0
2013-02-01,52070030,169.0,-0.07,neutro,andina,1,2013,2,1
2013-03-01,52070030,101.0,-0.14,neutro,andina,1,2013,3,1
2013-04-01,52070030,95.0,-0.36,neutro,andina,1,2013,4,1
2013-05-01,52070030,216.0,-0.71,niña,andina,0,2013,5,0
2013-06-01,52070030,61.6,-1.18,niña,andina,0,2013,6,0
2013-07-01,52070030,41.0,-0.85,niña,andina,0,2013,7,0
2013-08-01,52070030,53.0,-0.5,neutro,andina,0,2013,8,0
2013-09-01,52070030,62.0,-0.38,neutro,andina,0,2013,9,0
2013-10-01,52070030,281.0,-0.16,neutro,andina,0,2013,10,0
2013-11-01,52070030,232.0,-0.17,neutro,andina,0,2013,11,0
2013-12-01,52070030,377.0,-0.35,neutro,andina,0,2013,12,0
2014-01-01,52070030,179.0,-0.51,niña,andina,0,2014,1,0
2014-02-01,52070030,104.0,-0.43,neutro,andina,0,2014,2,0
2014-03-01,52070030,244.0,-0.07,neutro,andina,0,2014,3,0
2014-04-01,52070030,69.0,-0.16,neutro,andina,0,2014,4,0
2014-05-01,52070030,306.0,-0.18,neutro,andina,0,2014,5,0
2014-06-01,52070030,46.0,-0.01,neutro,andina,0,2014,6,0
2014-07-01,52070030,0.0,0.31,neutro,andina,0,2014,7,0
2014-08-01,52070030,5.0,0.15,neutro,andina,0,2014,8,0
2014-09-01,52070030,85.0,-0.15,neutro,andina,0,2014,9,0
2014-10-01,52070030,434.0,0.06,neutro,andina,0,2014,10,0
2014-11-01,52070030,245.0,0.34,neutro,andina,0,2014,11,0
2014-12-01,52070030,399.0,0.34,neutro,andina,0,2014,12,0
2015-01-01,52070030,54.6,0.23,neutro,andina,0,2015,1,0
2015-02-01,52070030,181.0,0.05,neutro,andina,0,2015,2,0
2015-03-01,52070030,262.0,0.13,neutro,andina,0,2015,3,0
2015-04-01,52070030,79.0,0.35,neutro,andina,0,2015,4,0
2015-05-01,52070030,39.0,0.96,niño,andina,0,2015,5,0
2015-06-01,52070030,41.0,1.85,niño,andina,0,2015,6,0
2015-07-01,52070030,27.0,1.72,niño,andina,0,2015,7,0
2015-08-01,52070030,30.0,1.91,niño,andina,0,2015,8,0
2015-09-01,52070030,57.0,2.21,niño,andina,0,2015,9,0
2015-10-01,52070030,183.0,2.11,niño,andina,0,2015,10,0
2015-11-01,52070030,257.0,1.88,niño,andina,0,2015,11,0
2015-12-01,52070030,6.0,1.9,niño,andina,0,2015,12,0
2006-01-01,52070010,438.0,-0.68,niña,pacifico,0,2006,1,0
2006-02-01,52070010,345.0,-0.5,neutro,pacifico,0,2006,2,0
2006-03-01,52070010,698.0,-0.62,niña,pacifico,0,2006,3,0
2006-04-01,52070010,608.0,-0.84,niña,pacifico,0,2006,4,0
2006-05-01,52070010,378.0,-0.43,neutro,pacifico,0,2006,5,0
2006-06-01,52070010,644.0,-0.23,neutro,pacifico,0,2006,6,0
2006-07-01,52070010,148.0,0.11,neutro,pacifico,0,2006,7,0
2006-08-01,52070010,264.0,0.56,niño,pacifico,0,2006,8,0
2006-09-01,52070010,666.0,0.63,niño,pacifico,0,2006,9,0
2006-11-01,52070010,822.0,0.9,niño,pacifico,0,2006,11,0
2006-12-01,52070010,378.0,0.59,niño,pacifico,0,2006,12,0
2007-01-01,52070010,453.0,0.62,niño,pacifico,0,2007,1,0
2007-02-01,52070010,258.0,0.39,neutro,pacifico,0,2007,2,0
2007-03-01,52070010,906.0,-0.22,neutro,pacifico,0,2007,3,0
2007-04-01,52070010,627.0,-0.36,neutro,pacifico,0,2007,4,0
2007-05-01,52070010,964.0,-0.44,neutro,pacifico,0,2007,5,0
2007-06-01,52070010,537.0,-0.86,niña,pacifico,0,2007,6,0
2007-07-01,52070010,383.0,-0.77,niña,pacifico,0,2007,7,0
2007-08-01,52070010,251.0,-0.94,niña,pacifico,0,2007,8,0
2007-09-01,52070010,81.0,-1.1,niña,pacifico,0,2007,9,0
2007-10-01,52070010,270.0,-1.14,niña,pacifico,0,2007,10,0
2007-11-01,52070010,360.0,-1.12,niña,pacifico,0,2007,11,0
2007-12-01,52070010,333.0,-1.21,niña,pacifico,0,2007,12,0
2008-01-01,52070010,760.0,-1.08,niña,pacifico,0,2008,1,0
2008-02-01,52070010,500.0,-1.27,niña,pacifico,0,2008,2,0
2008-03-01,52070010,496.0,-1.53,niña,pacifico,0,2008,3,0
2008-04-01,52070010,669.0,-1.13,niña,pacifico,0,2008,4,0
2008-05-01,52070010,681.0,-0.98,niña,pacifico,0,2008,5,0
2008-06-01,52070010,1024.0,-0.86,niña,pacifico,0,2008,6,0
2008-07-01,52070010,958.0,-0.87,niña,pacifico,0,2008,7,0
2008-08-01,52070010,1054.0,-1.08,niña,pacifico,0,2008,8,0
2008-09-01,52070010,251.0,-1.07,niña,pacifico,0,2008,9,0
2008-10-01,52070010,310.0,-1.12,niña,pacifico,0,2008,10,0
2008-11-01,52070010,190.0,-1.04,niña,pacifico,0,2008,11,0
2008-12-01,52070010,102.0,-1.05,niña,pacifico,0,2008,12,0
2009-01-01,52070010,626.0,-1.0,niña,pacifico,0,2009,1,0
2009-02-01,52070010,306.0,-0.84,niña,pacifico,0,2009,2,0
2009-03-01,52070010,525.0,-0.93,niña,pacifico,0,2009,3,0
2009-04-01,52070010,557.0,-0.81,niña,pacifico,0,2009,4,0
2009-05-01,52070010,414.0,-0.72,niña,pacifico,0,2009,5,0
2009-06-01,52070010,176.0,-0.06,neutro,pacifico,0,2009,6,0
2009-07-01,52070010,296.0,0.49,neutro,pacifico,0,2009,7,0
2009-08-01,52070010,660.0,0.52,niño,pacifico,0,2009,8,0
2009-09-01,52070010,80.0,0.39,neutro,pacifico,0,2009,9,0
2009-10-01,52070010,130.0,0.56,niño,pacifico,0,2009,10,0
2009-11-01,52070010,105.0,1.05,niño,pacifico,0,2009,11,0
2009-12-01,52070010,508.0,0.96,niño,pacifico,0,2009,12,0
2010-01-01,52070010,275.0,0.94,niño,pacifico,0,2010,1,0
2010-02-01,52070010,460.0,1.28,niño,pacifico,0,2010,2,0
2010-03-01,52070010,338.0,1.31,niño,pacifico,0,2010,3,0
2010-04-01,52070010,745.0,0.49,neutro,pacifico,0,2010,4,0
2010-05-01,52070010,435.0,-0.17,neutro,pacifico,0,2010,5,0
2010-06-01,52070010,653.0,-1.33,niña,pacifico,0,2010,6,0
2010-07-01,52070010,550.0,-2.43,niña,pacifico,0,2010,7,0
2010-08-01,52070010,282.0,-2.4,niña,pacifico,0,2010,8,0
2010-09-01,52070010,443.0,-2.28,niña,pacifico,0,2010,9,0
2010-10-01,52070010,118.0,-2.18,niña,pacifico,0,2010,10,0
2010-11-01,52070010,311.0,-2.03,niña,pacifico,0,2010,11,0
2010-12-01,52070010,747.0,-1.91,niña,pacifico,0,2010,12,0
2011-01-01,52070010,443.0,-1.83,niña,pacifico,0,2011,1,0
2011-02-01,52070010,168.0,-1.63,niña,pacifico,0,2011,2,0
2011-03-01,52070010,462.0,-1.79,niña,pacifico,0,2011,3,0
2011-04-01,52070010,520.0,-1.73,niña,pacifico,0,2011,4,0
2011-05-01,52070010,308.0,-1.29,niña,pacifico,0,2011,5,0
2011-06-01,52070010,372.0,-1.08,niña,pacifico,0,2011,6,0
2011-07-01,52070010,665.0,-0.86,niña,pacifico,0,2011,7,0
2011-08-01,52070010,243.0,-0.88,niña,pacifico,0,2011,8,0
2011-09-01,52070010,391.0,-1.16,niña,pacifico,0,2011,9,0
2011-10-01,52070010,413.0,-1.37,niña,pacifico,0,2011,10,0
2011-11-01,52070010,25.0,-1.21,niña,pacifico,0,2011,11,0
2011-12-01,52070010,144.0,-1.24,niña,pacifico,0,2011,12,0
2012-01-01,52070010,688.0,-1.08,niña,pacifico,0,2012,1,0
2012-02-01,52070010,451.0,-0.67,niña,pacifico,0,2012,2,0
2012-03-01,52070010,481.0,-0.59,niña,pacifico,0,2012,3,0
2012-04-01,52070010,834.0,-0.43,neutro,pacifico,0,2012,4,0
2012-05-01,52070010,1137.0,-0.36,neutro,pacifico,0,2012,5,0
2012-06-01,52070010,555.0,-0.28,neutro,pacifico,0,2012,6,0
2012-07-01,52070010,347.0,0.3,neutro,pacifico,0,2012,7,0
2012-08-01,52070010,169.0,-0.06,neutro,pacifico,0,2012,8,0
2012-09-01,52070010,159.0,-0.32,neutro,pacifico,0,2012,9,0
2012-10-01,52070010,294.0,-0.22,neutro,pacifico,0,2012,10,0
2012-11-01,52070010,407.0,-0.07,neutro,pacifico,0,2012,11,0
2012-12-01,52070010,55.0,-0.06,neutro,pacifico,0,2012,12,0
2013-01-01,52070010,237.0,-0.05,neutro,pacifico,0,2013,1,0
2013-02-01,52070010,225.0,-0.07,neutro,pacifico,0,2013,2,0
2013-03-01,52070010,534.2,-0.14,neutro,pacifico,0,2013,3,0
2013-04-01,52070010,695.0,-0.36,neutro,pacifico,0,2013,4,0
2013-05-01,52070010,599.0,-0.71,niña,pacifico,0,2013,5,0
2013-06-01,52070010,308.0,-1.18,niña,pacifico,0,2013,6,0
2013-07-01,52070010,544.0,-0.85,niña,pacifico,0,2013,7,0
2013-08-01,52070010,308.0,-0.5,neutro,pacifico,0,2013,8,0
2013-09-01,52070010,282.0,-0.38,neutro,pacifico,0,2013,9,0
2013-10-01,52070010,338.0,-0.16,neutro,pacifico,0,2013,10,0
2013-11-01,52070010,115.0,-0.17,neutro,pacifico,0,2013,11,0
2013-12-01,52070010,213.0,-0.35,neutro,pacifico,0,2013,12,0
2014-01-01,52070010,544.0,-0.51,niña,pacifico,0,2014,1,0
2014-02-01,52070010,435.0,-0.43,neutro,pacifico,0,2014,2,0
2014-03-01,52070010,734.0,-0.07,neutro,pacifico,0,2014,3,0
2014-04-01,52070010,586.0,-0.16,neutro,pacifico,0,2014,4,0
2014-05-01,52070010,1115.0,-0.18,neutro,pacifico,0,2014,5,0
2014-06-01,52070010,907.0,-0.01,neutro,pacifico,1,2014,6,1
2014-07-01,52070010,280.0,0.31,neutro,pacifico,0,2014,7,0
2014-08-01,52070010,401.0,0.15,neutro,pacifico,0,2014,8,0
2014-09-01,52070010,369.0,-0.15,neutro,pacifico,0,2014,9,0
2014-10-01,52070010,792.0,0.06,neutro,pacifico,0,2014,10,0
2014-11-01,52070010,221.0,0.34,neutro,pacifico,0,2014,11,0
2014-12-01,52070010,497.0,0.34,neutro,pacifico,0,2014,12,0
2015-01-01,52070010,603.0,0.23,neutro,pacifico,0,2015,1,0
2015-02-01,52070010,796.0,0.05,neutro,pacifico,0,2015,2,0
