Fecha,NombreEstacion,CodigoEstacion,Latitud,Longitud,Municipio,Ubicacion,FechaMensual
2010-12-21,BERRUECOS,52040160,"1,550849","-77,0798324",SanPedrodeCartago4,Las acacias,2010-12-01
2010-12-21,BERRUECOS,52040160,"1,5534547","-77,1078132",SanPedrodeCartago4,El salado,2010-12-01
2010-12-21,BERRUECOS,52040160,"1,5639762","-77,1141218",SanPedrodeCartago4,Chorrera,2010-12-01
2010-11-17,BERRUECOS,52040160,"1,5088575","-77,1138016",SanPedrodeCartago5,Via nacional-la rinconada,2010-11-01
2009-03-30,BERRUECOS,52040160,"1,5518647","-77,1194157",SanPedrodeCartago6,NoRegister,2009-03-01
2014-03-15,CCCP DL PACIFICO,51035020,"1,7266702","-78,7799975",SanAndresdeTumaco1,NoRegister,2014-03-01
2014-02-15,CHARCO EL,53020010,"2,4503858","-77,9796697",SantaBarbara1,NoRegister,2014-02-01
2008-06-10,CHARCO EL,53020010,"2,4505212","-77,9802693",SantaBarbara2,NoRegister,2008-06-01
2012-02-13,CHILES,52050130,"0,88337","-77,93332",Cumbal1,San Martin,2012-02-01
2012-02-06,CHILES,52050130,"0,8410108","-77,8194546",Cumbal2,InstituciÃ³n Educativa TÃ©cnica Agropecuaria Panan,2012-02-01
2012-01-30,CHILES,52050130,"0,88337","-77,93332",Cumbal3,CENTRO EDUCATIVO San Martín,2012-01-01
2011-02-04,CHILES,52050130,"0,83247","-77,86663",Cumbal4,El Tambillo,2011-02-01
2010-11-17,CHILES,52050130,"0,855851","-77,983834",Cumbal6,VIAS EL TAMBO - SAN FELIPE,2010-11-01
2011-05-30,CUMBAL,52050110,"0,882544","-77,700425",Aldana1,centro de acopio de leche ASOPROCOLIDA,2011-05-01
2012-12-27,CUMBAL,52050110,"0,8643391","-77,7310918",Cuaspud1,daÃ±o de bocatoma,2012-12-01
2012-01-13,CUMBAL,52050110,"0,853477","-77,738924",Cuaspud2,santa rosa - el eden,2012-01-01
2012-01-13,CUMBAL,52050110,"0,857822","-77,732318",Cuaspud2,carlosama - santa rosa,2012-01-01
2012-01-13,CUMBAL,52050110,"0,862201","-77,719765",Cuaspud2,carlosama - ipiales,2012-01-01
2012-01-13,CUMBAL,52050110,"0,872874","-77,725295",Cuaspud2,carlosama - macas,2012-01-01
2012-01-13,CUMBAL,52050110,"0,872951","-77,719338",Cuaspud2,via carlosama - chungana,2012-01-01
2012-01-13,CUMBAL,52050110,"0,891827","-77,737225",Cuaspud2,carlosama - puente tierras,2012-01-01
2011-06-24,CUMBAL,52050110,"0,8625798","-77,7289353",Cuaspud3,NoRegister,2011-06-01
2011-06-03,CUMBAL,52050110,"0,8626549","-77,7275191",Cuaspud4,Cuaspud5 10/05/2011,2011-06-01
2011-05-10,CUMBAL,52050110,"0,8628587","-77,728828",Cuaspud5,Cuaspud2 13/01/2012,2011-05-01
2010-11-18,CUMBAL,52050110,"0,90446","-77,7519",Cuaspud6,Vereda Macas - RodeoÂ,2010-11-01
2012-02-13,CUMBAL,52050110,"0,8881314","-77,7912314",Cumbal1,Institucion Educativa Cumbe,2012-02-01
2012-02-13,CUMBAL,52050110,"0,8922116","-77,7990589",Cumbal1,Tienda Rio Blanco,2012-02-01
2012-02-13,CUMBAL,52050110,"0,91274","-77,807126",Cumbal1,SECTOR GUAIRES - tasmag,2012-02-01
2011-02-04,CUMBAL,52050110,"0,93341","-77,90002",Cumbal4,VIADUCTO MIRAFLORES,2011-02-01
2010-12-23,CUMBAL,52050110,"0,950858","-77,839419",Cumbal5,VIAS SECTOR TAMBILLO - SAN MARTIN,2010-12-01
2010-12-23,CUMBAL,52050110,"1,031058","-77,853501",Cumbal5,SAN MARTIN - MIRAFLORES,2010-12-01
2010-11-17,CUMBAL,52050110,"0,911511","-77,815231",Cumbal6,CUMBAL - LA ORTIGA,2010-11-01
2010-12-09,CUMBAL,52050110,"0,9541035","-77,7313439",Guachucal1,Via Guachucal - Ipiales,2010-12-01
2013-05-31,CUMBAL,52050110,"1,1497844","-77,901737",Mallama2,Via Chucunes San Isidro,2013-05-01
2012-04-24,EL PARAISO - AUT,52055220,"1,1887764","-77,55686",Guaitarilla1,GUAITARILLA - SAN FRANCISCO,2012-04-01
2012-04-24,EL PARAISO - AUT,52055220,"1,181125","-77,551655",Guaitarilla1,SAN FRANCISCO - AHUMADA,2012-04-01
